Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_first_commit,file_last_commit
monofuel,badmars,search_results/monofuel/badmars/k8s/ai.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2016-09-26T01:43:01Z,2018-08-19T00:57:44Z,2017-05-02T07:26:57Z,2017-09-23T20:58:54Z
monofuel,badmars,search_results/monofuel/badmars/k8s/web.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2016-09-26T01:43:01Z,2018-08-19T00:57:44Z,2017-05-02T07:26:57Z,2017-09-23T21:04:13Z
moleculerjs,docker-demo,search_results/moleculerjs/docker-demo/argocd/k8s.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,17,2019-06-22T10:07:48Z,2023-02-06T18:25:09Z,2020-09-06T14:32:27Z,2020-09-06T14:44:52Z
moleculerjs,docker-demo,search_results/moleculerjs/docker-demo/k8s.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,17,2019-06-22T10:07:48Z,2023-02-06T18:25:09Z,2019-12-22T16:23:14Z,2020-09-06T14:44:52Z
mmorejon,erase-una-vez-k8s,search_results/mmorejon/erase-una-vez-k8s/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,36,2019-11-24T20:15:13Z,2025-03-04T23:28:51Z,2020-05-24T11:51:01Z,2020-05-24T11:51:01Z
mitchhh22,k8s-rum-hpa,search_results/mitchhh22/k8s-rum-hpa/hpa/hpa.yml,1,autoscaling/v2beta1,False,,Object,,False,5,2016-11-11T23:37:45Z,2019-02-22T00:08:50Z,2019-02-21T02:17:55Z,2019-02-21T02:50:24Z
metalglove,Kwetter,search_results/metalglove/Kwetter/K8s/services/user-service/kwetter-user-service.autoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,75,False,17,2021-03-07T19:59:33Z,2022-09-22T14:15:47Z,2021-05-25T19:30:53Z,2021-05-25T19:30:53Z
membrane,servicemesh-demo,search_results/membrane/servicemesh-demo/wsz-demo/4-autoscaling/40-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,12,2020-01-03T07:01:52Z,2021-11-08T07:12:34Z,2021-11-07T09:19:36Z,2021-11-07T09:19:36Z
manoj7894,Devops-AWS-2024,search_results/manoj7894/Devops-AWS-2024/Devops-Notes/Kubernetes/Deployment/autoscaling.yml,1,autoscaling/v2,False,cpu,Resource,50,False,6,2024-01-08T06:28:01Z,2025-04-05T08:20:49Z,2025-01-27T12:04:25Z,2025-01-27T12:04:25Z
mamezou-tech,k8s-hands-on,search_results/mamezou-tech/k8s-hands-on/ops/autoscaling/cpu-hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2020-01-17T04:14:05Z,2023-01-04T14:01:22Z,2019-08-10T06:31:42Z,2019-08-10T06:31:42Z
lyzhang1999,camp-go-example-helm,search_results/lyzhang1999/camp-go-example-helm/deploy/secure/frontend/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,99,False,3,2023-06-17T09:38:42Z,2023-07-25T07:50:12Z,2023-06-17T09:42:01Z,2023-06-17T09:42:01Z
SaifRehman,ICP-Airways,search_results/SaifRehman/ICP-Airways/icp-backend/odm-microservice/odm-microservice-HPA.yaml,1,autoscaling/v2beta1,False,,Pods,,False,41,2018-05-28T06:15:57Z,2019-04-29T08:18:53Z,2018-11-06T18:46:45Z,2018-11-06T18:46:45Z
Sagar2366,LearnWithSagar,search_results/Sagar2366/LearnWithSagar/CKAD/practice_questions/exercises/13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,1,autoscaling/v2,False,memory,Resource,60,False,66,2023-06-02T10:02:34Z,2025-03-28T02:15:57Z,2023-07-29T13:36:34Z,2023-07-29T13:36:34Z
SPSCommerce,kube-hpa-scale-to-zero,search_results/SPSCommerce/kube-hpa-scale-to-zero/demo/app.yml,1,autoscaling/v2,False,scale_to_zero_demo_replica_count,Object,1,True,3,2023-04-04T10:35:29Z,2025-04-03T09:04:49Z,2023-04-04T10:38:18Z,2024-05-27T16:14:39Z
SMACAcademy,Mastering-Argo-Rollouts-Progressive-Delivery-in-Kubernetes,search_results/SMACAcademy/Mastering-Argo-Rollouts-Progressive-Delivery-in-Kubernetes/0-Demo-Files/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2024-01-22T14:15:40Z,2024-11-19T04:39:28Z,2024-02-19T12:19:11Z,2024-02-19T12:32:36Z
SOAT-01,tech-challenge-app,search_results/SOAT-01/tech-challenge-app/k8s/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,10,False,3,2023-05-15T12:21:13Z,2023-11-02T01:32:09Z,2023-08-26T01:57:06Z,2023-08-29T01:44:06Z
RisingStack,example-kubernetes-nodejs,search_results/RisingStack/example-kubernetes-nodejs/gateway/templates/hpa-gateway.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,50,2017-06-23T11:08:12Z,2018-05-03T08:22:19Z,2017-10-11T14:38:02Z,2017-10-11T14:38:02Z
RedHatWorkshops,rider-auto-openshift,search_results/RedHatWorkshops/rider-auto-openshift/rider-auto-rest/src/main/fabric8/horizontal-pod-autoscaler.yml,1,extensions/v1beta1,False,cpuUtilization,cpuUtilization,50,False,12,2016-02-04T19:20:19Z,2016-05-09T16:37:33Z,2016-02-25T16:55:27Z,2016-02-26T20:02:40Z
RHEcosystemAppEng,saas-boutique-demo,search_results/RHEcosystemAppEng/saas-boutique-demo/automation/productcatalog-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2022-09-14T13:52:31Z,2023-07-25T21:47:17Z,2022-09-21T15:08:40Z,2022-09-21T15:08:40Z
PlatonCod,CrableTroudlbe,search_results/PlatonCod/CrableTroudlbe/packages/@CrableTroudlbe/companion/infra/kube/companion/companion-kube.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,31,2023-12-20T16:16:42Z,2025-01-12T05:16:03Z,2024-07-28T14:47:36Z,2024-07-28T14:47:36Z
PaloAltoNetworks,lab-aws-cn-series-zero-trust,search_results/PaloAltoNetworks/lab-aws-cn-series-zero-trust/terraform/cnseries/cn-series/HPA/pan-cn-hpa-dp.yaml,1,autoscaling/v2beta2,False,dataplanecpuutilizationpct,External,100,True,2,2022-06-27T10:03:37Z,2023-06-15T09:36:31Z,2022-06-27T10:12:52Z,2022-06-27T10:12:52Z
nalbam,kubernetes,search_results/nalbam/kubernetes/sample/prometheus-example-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,7,2018-04-04T06:35:19Z,2023-10-08T12:29:42Z,2020-04-27T12:05:00Z,2020-07-27T08:18:19Z
nalbam,kubernetes,search_results/nalbam/kubernetes/sample/sample-spring-ing.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,7,2018-04-04T06:35:19Z,2023-10-08T12:29:42Z,2020-07-08T09:26:41Z,2020-07-08T09:26:41Z
muratkarakas,k8s-templates,search_results/muratkarakas/k8s-templates/hpa/hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2019-10-03T10:47:48Z,2020-09-14T13:27:47Z,2019-10-03T11:42:07Z,2019-10-03T11:42:07Z
pablords,lab-kubernetes-vagrant-ansible,search_results/pablords/lab-kubernetes-vagrant-ansible/shared/jaeger/poc-sidecar/hpa-1.yml,1,autoscaling/v2,False,cpu,Resource,50,False,6,2021-11-16T19:33:04Z,2025-02-19T02:00:35Z,2022-10-26T12:07:55Z,2022-10-26T12:07:55Z
overview,overview-server,search_results/overview/overview-server/kubernetes/convert-pst.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,268,2012-05-18T21:00:17Z,2023-01-07T02:17:14Z,2018-04-25T20:29:12Z,2020-08-03T13:22:23Z
oracle,coherence-operator,search_results/oracle/coherence-operator/examples/200_autoscaler/manifests/hpa.yaml,1,autoscaling/v2beta2,False,heap_memory_usage_after_gc_max_pct,Object,80000m,True,98,2019-03-18T21:02:51Z,2025-04-05T17:59:34Z,2021-09-24T11:01:03Z,2021-09-24T11:01:03Z
openshift-pipelines,operator,search_results/openshift-pipelines/operator/upstream/cmd/kubernetes/operator/kodata/webhook/webhook.yaml,1,autoscaling/v2,False,cpu,Resource,85,False,2,2022-12-02T16:50:55Z,2025-04-06T18:35:27Z,2024-02-16T21:13:44Z,2024-08-13T10:10:10Z
notaphplover,one-game,search_results/notaphplover/one-game/k8s/one-game-services/frontend/web-ui/web-ui-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,3,2022-11-10T00:03:39Z,2025-04-05T11:44:51Z,2024-01-17T20:20:33Z,2024-01-17T20:20:33Z
noobaa,noobaa-operator,search_results/noobaa/noobaa-operator/deploy/internal/hpav2-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,110,2019-07-02T06:53:42Z,2025-04-06T08:29:40Z,2023-04-24T12:56:29Z,2023-07-04T13:43:46Z
nicholasdille,heise-k8s-colg,search_results/nicholasdille/heise-k8s-colg/04 Kubernetes meistern/12 Dienste automatisch skalieren/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,7,2020-08-31T10:26:48Z,2024-01-08T11:16:01Z,2020-09-01T10:35:21Z,2020-09-01T10:35:21Z
neumanndaniel,kubernetes,search_results/neumanndaniel/kubernetes/gateway-api/horizontal-pod-autoscaler.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,72,2018-01-30T14:41:00Z,2025-02-05T20:44:58Z,2023-05-21T21:15:07Z,2023-05-21T21:15:07Z
netscaler,cloud-native-getting-started,search_results/netscaler/cloud-native-getting-started/gcp/anthos/scaleup/lab-automation/online-boutique/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,49,2019-01-02T14:25:16Z,2024-03-19T07:43:04Z,2022-02-18T17:50:25Z,2022-02-18T17:50:25Z
Sakib37,DevOps,search_results/Sakib37/DevOps/kubernetes/k8s-development-vagrant-env/manifests/security/cert-manager/cert-manager.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,2,2017-02-22T09:33:17Z,2020-04-02T23:13:23Z,2018-10-28T11:30:52Z,2018-10-28T11:30:52Z
Sakib37,DevOps,search_results/Sakib37/DevOps/kubernetes/k8s-development-vagrant-env/manifests/deployments/services/kuard/abo.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,2,2017-02-22T09:33:17Z,2020-04-02T23:13:23Z,2018-10-28T11:30:52Z,2018-10-28T11:30:52Z
ptrstpp950,k8s-allegro,search_results/ptrstpp950/k8s-allegro/exercises/28-kctl-hpa-scaling/template2.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-11-14T12:57:34Z,2022-11-18T09:26:26Z,2022-11-14T12:56:19Z,2022-11-14T12:56:19Z
projectsveltos,addon-controller,search_results/projectsveltos/addon-controller/controllers/compliance_policies/lua_policies/deplyoment_with_autoscaler/valid_resources.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,361,2022-07-10T14:25:32Z,2025-04-05T17:21:01Z,2023-09-22T09:38:00Z,2025-03-07T14:52:41Z
prefeitura-rio,historico-clinico-integrado,search_results/prefeitura-rio/historico-clinico-integrado/k8s/prod/resources.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2023-07-11T13:58:33Z,2025-03-31T18:25:41Z,2024-10-01T17:25:21Z,2025-03-25T15:05:16Z
praveen1994dec,scenario_based_learnings,search_results/praveen1994dec/scenario_based_learnings/K8s_Deploy/K8s_Deploy-master/backend/backend-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,13,2024-07-20T11:16:12Z,2024-11-04T08:55:47Z,2024-07-23T19:35:41Z,2024-07-23T19:35:41Z
pratik705,trinity,search_results/pratik705/trinity/osh/openstack/15-horizon/addon_manifests/hpa-horizon-api.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2024-01-03T15:05:27Z,2024-12-06T12:36:12Z,2024-01-04T16:30:08Z,2024-01-04T16:30:08Z
pmarques,ifconfig.me,search_results/pmarques/ifconfig.me/k8s/20-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,38,2016-11-21T01:12:09Z,2025-03-31T17:20:58Z,2021-02-13T09:55:23Z,2023-12-29T12:07:08Z
pingidentity,ping-cloud-base,search_results/pingidentity/ping-cloud-base/k8s-configs/ping-cloud/prod/large/pingfederate/engine/hpa-limits.yaml,1,autoscaling/v1,False,,,,False,22,2019-08-29T11:20:03Z,2025-04-04T17:32:29Z,2021-01-26T16:25:20Z,2023-01-27T19:36:23Z
pingidentity,ping-cloud-base,search_results/pingidentity/ping-cloud-base/k8s-configs/ping-cloud/base/pingfederate/engine/cloud-generic/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,22,2019-08-29T11:20:03Z,2025-04-04T17:32:29Z,2021-01-26T16:25:20Z,2021-05-04T22:15:22Z
pingidentity,ping-cloud-base,search_results/pingidentity/ping-cloud-base/code-gen/templates/cde/base/ping-cloud/pingaccess-was/engine/remove-from-secondary-patch.yaml,1,autoscaling/v1,False,,,,False,22,2019-08-29T11:20:03Z,2025-04-04T17:32:29Z,2021-08-25T22:09:17Z,2023-01-27T19:36:23Z
pellizzetti,nomero,search_results/pellizzetti/nomero/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,True,3,2021-09-13T06:37:51Z,2021-09-13T22:00:27Z,2021-09-13T22:00:11Z,2021-09-13T22:00:11Z
pandaluk,restaurante-34,search_results/pandaluk/restaurante-34/src/infra/hpa/api_hpa.yml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2023-10-31T00:22:40Z,2024-03-16T19:49:03Z,2024-01-16T22:09:28Z,2024-01-16T22:09:28Z
pahud,amazon-eks-gpu-scale,search_results/pahud/amazon-eks-gpu-scale/hpa.yaml,1,autoscaling/v2beta1,False,,Object,,False,12,2019-07-07T05:29:46Z,2019-07-07T17:12:46Z,2019-07-07T05:30:14Z,2019-07-07T05:30:14Z
paceval,paceval,search_results/paceval/paceval/examples_sources/NodeJS_examples/k8s/pacevalAPIService/chart/api-service-manifest.yaml,1,autoscaling/v2,False,memory,Resource,80,False,3,2021-03-23T14:38:59Z,2025-03-26T15:36:08Z,2023-02-25T21:08:43Z,2023-04-05T19:31:57Z
rdsea,sys4bigml,search_results/rdsea/sys4bigml/tutorials/MLServing/deloyment/scaler/hpa_proc.yaml,1,autoscaling/v2,False,cpu,Resource,95,False,3,2022-02-07T13:58:56Z,2024-10-24T07:35:05Z,2024-08-27T12:24:46Z,2024-08-27T12:24:46Z
raminmohammadi,MLOps,search_results/raminmohammadi/MLOps/Labs/GCP_Labs/Kubernetes/Kubernetes_Labs/Lab 3-Application Scaling/kubernetes/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,True,129,2023-09-11T13:40:44Z,2025-03-31T21:34:48Z,2024-11-21T16:12:41Z,2025-03-25T16:17:05Z
rahul-agrawal-99,tech,search_results/rahul-agrawal-99/tech/DevOps/Kubernetes/manifest.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2022-01-02T05:40:13Z,2024-03-30T09:57:40Z,2022-02-15T13:40:51Z,2022-06-22T06:35:26Z
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/magnum/base/hpa-magnum-api.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,55,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2024-07-24T07:31:08Z,2025-01-29T15:46:01Z
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/nova/base/hpa-nova-novncproxy.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,55,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2024-07-12T16:51:13Z,2025-01-29T15:46:01Z
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/placement/base/hpa-placement-api.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,55,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2024-07-12T16:51:13Z,2025-01-29T15:46:01Z
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/octavia/base/hpa-octavia-worker.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,55,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2024-07-12T16:51:13Z,2025-01-29T15:46:01Z
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/neutron/base/hpa-neutron-server.yaml,1,autoscaling/v2,False,memory,Resource,2Gi,False,55,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2024-07-12T16:51:13Z,2025-01-29T15:46:01Z
quanxiang-cloud,quanxiang,search_results/quanxiang-cloud/quanxiang/deployment/charts/quanxiang/charts/search/templates/hpa.yaml,1,autoscaling/v1,False,,,,False,133,2021-10-15T10:01:49Z,2023-07-27T03:38:21Z,2023-01-13T01:48:04Z,2023-01-13T01:48:04Z
qbitkit,qbitkit,search_results/qbitkit/qbitkit/cloud/kubernetes/qbitkit-docs-hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,5,2020-12-16T07:34:22Z,2021-10-06T01:12:12Z,2021-02-27T23:46:44Z,2021-02-27T23:46:44Z
pyraixyz,PYRAI,search_results/pyraixyz/PYRAI/deployment/kubernetes/api.yaml,1,autoscaling/v2,False,memory,Resource,80,False,40,2025-02-02T21:18:03Z,2025-03-31T09:32:26Z,2025-02-03T22:58:35Z,2025-02-03T22:58:35Z
pusher,testing,search_results/pusher/testing/prow/hook/hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,3,2019-03-07T11:32:00Z,2025-01-28T17:30:25Z,2019-04-02T10:15:56Z,2019-04-11T10:52:22Z
PacktPublishing,Java-Concurrency-and-Parallelism,search_results/PacktPublishing/Java-Concurrency-and-Parallelism/Chapter10/predictive-scaling/hpa.yaml,1,autoscaling/v2beta2,False,,Resource,,False,25,2023-11-09T15:52:22Z,2024-09-11T22:01:36Z,2024-07-31T11:16:47Z,2024-07-31T11:16:47Z
PaaS-TA,paas-ta-container-platform-deployment,search_results/PaaS-TA/paas-ta-container-platform-deployment/standalone/applications/kubeflow-1.7.0/contrib/tektoncd/tektoncd-install/base/horizontal-pod-autoscaler.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2020-12-07T02:34:31Z,2023-08-02T05:36:29Z,2023-04-06T05:47:05Z,2023-04-06T05:47:05Z
PRODYNA,upskill-training,search_results/PRODYNA/upskill-training/terraform/2-kubernetes/assets/sample-kustomize/base/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-04-09T07:13:38Z,2025-02-03T01:07:01Z,2024-11-11T12:41:52Z,2024-11-11T12:41:52Z
ryan-a-baker,k8s-scaling-demo,search_results/ryan-a-baker/k8s-scaling-demo/charts/rabbitmq-sample-app/templates/hpa.yaml,1,autoscaling/v2beta2,False,rabbitmq_queue_messages,Object,100,False,8,2019-09-25T18:55:19Z,2021-03-10T06:32:39Z,2019-10-02T17:59:41Z,2019-10-02T17:59:41Z
rishavmehra,devops,search_results/rishavmehra/devops/app/horizontal_scale.yaml,1,autoscaling/v2,False,memory,Resource,350Mi,False,15,2022-01-24T21:37:19Z,2025-02-16T11:12:17Z,2025-02-15T11:33:48Z,2025-02-15T11:33:48Z
rhod3rz,demo1-AzureDevOps-AKS,search_results/rhod3rz/demo1-AzureDevOps-AKS/helm/titan/charts/votinganalytics/templates/horizontalpodautoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2023-09-29T16:45:29Z,2023-10-03T09:20:35Z,2023-10-03T09:20:18Z,2023-10-03T09:20:18Z
rhod3rz,demo1-AzureDevOps-AKS,search_results/rhod3rz/demo1-AzureDevOps-AKS/k8s/titan/individual/votinganalytics/horizontalpodautoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2023-09-29T16:45:29Z,2023-10-03T09:20:35Z,2023-10-03T09:20:18Z,2023-10-03T09:20:18Z
revue-org,revue-kubernetes,search_results/revue-org/revue-kubernetes/specifications/monitoring/revue-monitoring-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-08-28T11:24:27Z,2024-09-20T15:09:50Z,2024-09-16T10:00:11Z,2024-09-16T10:00:11Z
revue-org,revue-kubernetes,search_results/revue-org/revue-kubernetes/specifications/log/revue-log-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-08-28T11:24:27Z,2024-09-20T15:09:50Z,2024-09-16T10:00:11Z,2024-09-16T10:00:11Z
retry51776,notes,search_results/retry51776/notes/test/minikube/hpa.yml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2021-09-29T18:03:34Z,2025-02-13T11:26:54Z,2022-07-26T04:23:16Z,2022-07-26T04:23:16Z
remkohdev,fdic-api,search_results/remkohdev/fdic-api/stable/fdic-api/templates/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,3,2018-10-31T19:27:02Z,2018-12-17T21:27:13Z,2018-11-29T20:56:17Z,2018-12-03T17:41:02Z
sam-johnson,k8s_handbook,search_results/sam-johnson/k8s_handbook/manifests/HPA/sample-metrics-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,3,2018-03-24T07:06:44Z,2018-03-24T07:14:12Z,2017-11-27T11:33:18Z,2017-12-13T15:01:57Z
sajeetharan,azch-captureorder,search_results/sajeetharan/azch-captureorder/manifests/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2019-07-15T20:15:36Z,2019-07-15T22:48:12Z,2019-07-15T20:18:01Z,2019-07-15T20:18:01Z
PacktPublishing,The-Kubernetes-Bible-Second-Edition,search_results/PacktPublishing/The-Kubernetes-Bible-Second-Edition/Chapter20/hpa/todo-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2023-11-07T06:10:54Z,2025-03-27T05:58:20Z,2024-08-17T09:38:48Z,2024-10-20T15:19:32Z
PacktPublishing,The-Kubernetes-Bible-Second-Edition,search_results/PacktPublishing/The-Kubernetes-Bible-Second-Edition/extra/one-page-web-container/one-page-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2023-11-07T06:10:54Z,2025-03-27T05:58:20Z,2024-08-17T09:38:48Z,2024-08-17T09:38:48Z
PacktPublishing,Practical-Microservices-with-Dapr-and-.NET,search_results/PacktPublishing/Practical-Microservices-with-Dapr-and-.NET/chapter10/Deploy/sample.microservice.reservation.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,103,2020-09-24T08:30:57Z,2023-01-18T09:20:26Z,2020-11-05T18:18:31Z,2021-03-24T19:28:56Z
PacktPublishing,Practical-Microservices-with-Dapr-and-.NET,search_results/PacktPublishing/Practical-Microservices-with-Dapr-and-.NET/chapter10/Deploy/sample.microservice.customization.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,103,2020-09-24T08:30:57Z,2023-01-18T09:20:26Z,2020-11-05T18:18:31Z,2021-03-24T19:28:56Z
PacktPublishing,Mastering-Kubernetes-Third-Edition,search_results/PacktPublishing/Mastering-Kubernetes-Third-Edition/Chapter8/hue-reminders-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,46,2020-05-21T08:44:10Z,2023-05-25T09:39:52Z,2020-07-01T07:38:10Z,2020-07-01T07:38:10Z
PacktPublishing,Mastering-Kubernetes-Third-Edition,search_results/PacktPublishing/Mastering-Kubernetes-Third-Edition/Chapter8/nginx-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,46,2020-05-21T08:44:10Z,2023-05-25T09:39:52Z,2020-07-01T07:38:22Z,2020-07-01T07:38:22Z
PacktPublishing,Kubernetes-Cookbook-Second-Edition,search_results/PacktPublishing/Kubernetes-Cookbook-Second-Edition/Chapter03/3-1/3-1-2_hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,26,2018-05-24T08:32:39Z,2021-01-15T06:54:13Z,2018-05-30T06:05:51Z,2018-05-30T06:05:51Z
PacktPublishing,Kubernetes-Autoscaling,search_results/PacktPublishing/Kubernetes-Autoscaling/chapter06/troubleshooting/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-09-05T09:59:35Z,2025-03-03T21:13:24Z,2025-01-24T15:25:07Z,2025-01-24T15:25:07Z
PacktPublishing,Kubernetes-A-Complete-DevOps-Cookbook,search_results/PacktPublishing/Kubernetes-A-Complete-DevOps-Cookbook/Chapter07/hpa-my-ch7-app.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,29,2020-03-13T09:45:02Z,2023-01-30T09:34:44Z,2020-03-13T10:01:18Z,2020-03-13T10:01:18Z
LibreTexts,Libretext,search_results/LibreTexts/Libretext/Kubeconfig/renderer/renderer.yml,1,autoscaling/v2beta2,False,min-pods,External,1,True,22,2018-03-25T04:40:38Z,2025-04-04T03:39:46Z,2021-08-26T03:45:43Z,2021-08-26T03:45:43Z
JungleMeet,JungleMeetForum-Backend,search_results/JungleMeet/JungleMeetForum-Backend/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,10,False,10,2022-09-18T04:16:16Z,2022-11-30T04:09:44Z,2022-11-19T20:42:44Z,2022-11-19T20:42:44Z
JasonMorgan,linkerd-demos,search_results/JasonMorgan/linkerd-demos/gitops/flux/apps/source/podinfo/patch.yaml,1,autoscaling/v2beta2,False,,,,False,17,2021-03-08T14:57:47Z,2023-11-13T15:12:04Z,2021-03-18T17:34:07Z,2022-10-17T16:33:12Z
signalfx,signalfx-k8s-metrics-adapter,search_results/signalfx/signalfx-k8s-metrics-adapter/example/custom-pod-hpa.yaml,1,autoscaling/v2,False,nginx_requests,Pods,100,False,10,2019-07-24T12:11:00Z,2024-04-24T13:59:46Z,2022-08-03T17:38:39Z,2023-08-07T20:00:48Z
shaidoka,thuctap-NhanHoa,search_results/shaidoka/thuctap-NhanHoa/k8s/yaml-files/auto-scaling/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,30,False,2,2022-08-01T07:44:19Z,2025-04-04T04:07:55Z,2023-05-08T14:32:20Z,2023-05-08T14:32:20Z
serrodcal-quarkus,quarkus-architecture,search_results/serrodcal-quarkus/quarkus-architecture/k8s/department.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,9,2020-04-12T10:41:38Z,2023-01-26T19:35:17Z,2020-04-25T09:54:25Z,2021-01-12T15:41:03Z
serrodcal-quarkus,quarkus-architecture,search_results/serrodcal-quarkus/quarkus-architecture/k8s/hr.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,9,2020-04-12T10:41:38Z,2023-01-26T19:35:17Z,2020-04-25T09:54:25Z,2021-01-12T15:41:03Z
