Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_first_commit,file_last_commit
ashokitschool,kubernetes_manifest_yml_files,search_results/ashokitschool/kubernetes_manifest_yml_files/05-HPA/03_HPA.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,55,2023-04-04T03:42:08Z,2024-11-12T02:57:44Z,2023-04-11T03:16:04Z,2023-04-11T03:16:04Z
arunvel1988,ANTON,search_results/arunvel1988/ANTON/lessons/142/istiod/autoscale.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,2,2023-06-18T03:31:13Z,2023-06-15T01:18:44Z,2022-12-30T23:49:49Z,2022-12-30T23:49:49Z
arunvel1988,ANTON,search_results/arunvel1988/ANTON/lessons/143/istiod/autoscale.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,2,2023-06-18T03:31:13Z,2023-06-15T01:18:44Z,2023-01-04T04:41:03Z,2023-01-04T04:41:03Z
arun-gupta,oreilly-kubernetes-book,search_results/arun-gupta/oreilly-kubernetes-book/ch03/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,23,2016-09-09T20:28:54Z,2017-05-05T23:42:18Z,2016-11-25T07:51:41Z,2017-05-05T01:18:55Z
arun-gupta,oreilly-kubernetes-book,search_results/arun-gupta/oreilly-kubernetes-book/ch01/wildfly-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,23,2016-09-09T20:28:54Z,2017-05-05T23:42:18Z,2016-09-23T14:02:38Z,2016-09-23T14:02:38Z
armanfeili,personality-website,search_results/armanfeili/personality-website/Kubernetes/db-deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2024-07-04T08:41:00Z,2024-08-15T10:24:47Z,2024-07-04T08:42:40Z,2024-07-04T08:42:40Z
arisu1000,kubernetes-book-sample,search_results/arisu1000/kubernetes-book-sample/autoscaling/autoscaling.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,87,2018-07-31T07:45:33Z,2024-10-06T00:14:40Z,2019-12-25T12:57:00Z,2019-12-25T12:57:00Z
blueperf,acmeair-monolithic-java,search_results/blueperf/acmeair-monolithic-java/acmeair-monolithic-java.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,13,2015-12-14T22:57:07Z,2024-02-29T21:05:25Z,2018-03-18T01:49:57Z,2018-10-04T15:46:56Z
bgastaldi,myapp,search_results/bgastaldi/myapp/k8s/bkp/11_hpa_php.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,20,False,3,2021-10-22T13:45:31Z,2021-12-23T10:58:47Z,2021-11-05T11:32:41Z,2021-11-05T11:32:41Z
bgastaldi,myapp,search_results/bgastaldi/myapp/k8s/06_hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,20,False,3,2021-10-22T13:45:31Z,2021-12-23T10:58:47Z,2021-11-05T11:32:41Z,2021-11-05T11:32:41Z
bcgov,psa-job-store,search_results/bcgov/psa-job-store/deployments/openshift/kustomize/base/api/nestjs/hpa.yml,1,autoscaling/v2,False,cpu,Resource,80,True,3,2023-10-10T15:43:13Z,2025-04-01T21:44:15Z,2025-01-23T18:05:16Z,2025-01-23T18:05:16Z
barkbay,k8s-app-lab,search_results/barkbay/k8s-app-lab/java/5-hpa.yaml,1,autoscaling/v2beta1,False,,Object,,False,5,2017-12-27T15:24:40Z,2020-01-06T07:15:13Z,2018-03-28T07:37:42Z,2018-04-07T08:38:07Z
barabanshek,MIT_PRIMEs,search_results/barabanshek/MIT_PRIMEs/scripts/k8s-yamls/hotel-app-rate.yaml,1,autoscaling/v2,False,memory,Resource,80,False,4,2023-02-23T19:13:13Z,2023-11-27T20:36:09Z,2023-08-16T16:57:29Z,2023-09-22T05:26:50Z
barabanshek,MIT_PRIMEs,search_results/barabanshek/MIT_PRIMEs/scripts/k8s-yamls/hotel-app-profile.yaml,1,autoscaling/v2,False,memory,Resource,80,False,4,2023-02-23T19:13:13Z,2023-11-27T20:36:09Z,2023-08-16T16:57:29Z,2023-10-07T20:21:22Z
aws-samples,eksctl-cluster-provision,search_results/aws-samples/eksctl-cluster-provision/examples/java-application-example/kubernetes/05-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,12,2020-07-07T12:26:14Z,2020-07-07T16:28:15Z,2020-05-22T17:20:13Z,2020-05-27T19:45:48Z
aws-samples,aws-do-eks,search_results/aws-samples/aws-do-eks/Container-Root/eks/deployment/inference/generative-ai/animeganv3/to/kubernetes/template/050-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,True,55,2021-07-13T22:45:22Z,2025-03-21T20:25:43Z,2024-05-22T10:26:24Z,2024-05-22T10:26:24Z
aws-samples,aws-do-eks,search_results/aws-samples/aws-do-eks/Container-Root/eks/deployment/inference/generative-ai/animeganv2/to/kubernetes/template/050-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,True,55,2021-07-13T22:45:22Z,2025-03-21T20:25:43Z,2023-03-04T06:28:38Z,2024-05-22T10:26:24Z
Yansb,full-cycle-course,search_results/Yansb/full-cycle-course/kubernets-kind/k8s/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,25,False,7,2022-04-23T01:43:10Z,2023-09-23T01:57:12Z,2023-09-20T01:43:20Z,2023-09-20T01:43:20Z
charSLee013,Kubernetes-learn,search_results/charSLee013/Kubernetes-learn/chapter03/php-apache/php-apache-hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,8,2019-11-15T04:54:32Z,2021-03-20T02:32:46Z,2020-01-09T03:31:24Z,2020-01-09T03:31:24Z
ceyoniq,container,search_results/ceyoniq/container/kubernetes/kustomize/nscale/extend/hpa/rendition-server.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,14,2021-01-21T23:15:23Z,2025-04-02T06:31:24Z,2024-06-28T13:57:22Z,2024-06-28T13:57:22Z
cds-snc,notification-manifests,search_results/cds-snc/notification-manifests/base/notify-celery-sms-send-scalable/celery-sms-send-hpa.yaml,1,autoscaling/v2,False,,,,False,4,2020-11-09T19:57:09Z,2025-04-05T17:06:40Z,2023-12-05T21:02:14Z,2025-03-19T15:14:53Z
cc4i,awesome-gke,search_results/cc4i/awesome-gke/asset/tod/manifests/weight-tcp/ingress-gateway.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-07-15T08:18:47Z,2024-01-02T06:31:40Z,2022-09-18T13:28:20Z,2022-09-18T13:28:20Z
cc-ai,floods-backend,search_results/cc-ai/floods-backend/k8s/shared/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,5,2019-03-20T19:28:14Z,2022-12-08T05:13:47Z,2020-02-21T21:49:15Z,2020-02-21T21:49:15Z
cc-ai,floods-backend,search_results/cc-ai/floods-backend/k8s/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,5,2019-03-20T19:28:14Z,2022-12-08T05:13:47Z,2019-06-09T02:49:10Z,2020-05-05T16:17:24Z
carvel-dev,ytt-library-for-kubernetes-demo,search_results/carvel-dev/ytt-library-for-kubernetes-demo/simple-app-ruby/config/_ytt_lib/github.com/k14s/k8s-lib/app/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,8,2019-03-22T19:32:24Z,2024-02-29T01:02:10Z,2019-12-17T02:28:00Z,2019-12-17T02:28:00Z
carvel-dev,ytt-library-for-kubernetes-demo,search_results/carvel-dev/ytt-library-for-kubernetes-demo/simple-app-k8s-lib/config/_ytt_lib/github.com/k14s/k8s-lib/app/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,8,2019-03-22T19:32:24Z,2024-02-29T01:02:10Z,2019-12-17T02:28:00Z,2019-12-17T02:28:00Z
carvel-dev,ytt-library-for-kubernetes-demo,search_results/carvel-dev/ytt-library-for-kubernetes-demo/apps/config/_ytt_lib/github.com/k14s/k8s-lib/app/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,8,2019-03-22T19:32:24Z,2024-02-29T01:02:10Z,2019-12-17T02:28:00Z,2019-12-17T02:28:00Z
carvel-dev,ytt-library-for-kubernetes,search_results/carvel-dev/ytt-library-for-kubernetes/app/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,22,2019-03-09T00:40:19Z,2023-01-23T18:28:12Z,2019-12-12T17:22:39Z,2019-12-12T17:22:39Z
candidoma,testhpa,search_results/candidoma/testhpa/nginx/hpa_external.yaml,1,autoscaling/v2beta2,False,YOUR_METRIC,External,YOUR_VALUE,False,2,2022-03-05T10:06:21Z,2022-03-26T17:24:21Z,2022-03-05T14:31:34Z,2022-03-26T17:24:17Z
camilaldmelo,PosTechFiap,search_results/camilaldmelo/PosTechFiap/Kubernetes/api/3 - api-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2023-09-12T23:51:52Z,2024-03-05T23:03:07Z,2024-01-19T22:45:06Z,2024-01-20T14:56:14Z
callmer00t,kubeguide_example,search_results/callmer00t/kubeguide_example/Chapter_3/php-apache-hpa-v1.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,19,2020-04-04T13:43:13Z,2021-04-04T01:56:57Z,2020-04-13T09:26:41Z,2020-04-13T09:26:41Z
brandonmartinez,raspberry-pi-kubernetes-cluster,search_results/brandonmartinez/raspberry-pi-kubernetes-cluster/k8s/src/resources/unbound/horizontalpodautoscaler.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,3,2021-10-04T07:12:56Z,2025-03-27T19:18:46Z,2024-07-22T05:03:28Z,2024-07-22T05:03:28Z
bmuschko,ckad-crash-course,search_results/bmuschko/ckad-crash-course/exercises/12-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,1,autoscaling/v2,False,memory,Resource,60,False,861,2019-09-29T21:17:08Z,2025-04-01T15:30:46Z,2023-11-14T22:05:18Z,2023-11-14T22:05:18Z
cooervo,kubernetes-examples,search_results/cooervo/kubernetes-examples/07-argocd-app-of-apps/apps/example-app/example-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,5,2023-10-12T00:23:42Z,2024-10-10T20:35:12Z,2024-04-09T14:54:50Z,2024-04-09T14:54:50Z
conplementAG,azure-aks-kubernetes-workshop,search_results/conplementAG/azure-aks-kubernetes-workshop/12-autoscaling/04-custom-metric-scaling/hpa.yaml,1,autoscaling/v2beta1,False,,Pods,,False,13,2019-06-25T11:17:48Z,2022-07-01T07:03:27Z,2019-09-20T18:58:20Z,2019-09-20T18:58:20Z
codingapi,cranky-code,search_results/codingapi/cranky-code/demo5.5/scripts/k8s/server-hpa.yaml,1,autoscaling/v2beta2,False,request_count,Pods,10,False,6,2023-05-12T03:11:46Z,2023-08-08T03:23:12Z,2023-08-08T02:13:15Z,2023-08-08T03:23:06Z
codereversing,multicompilersystem,search_results/codereversing/multicompilersystem/Deployments/cs/deployment.runtime.yaml,1,autoscaling/v2beta2,False,memory,Resource,800Mi,False,5,2021-05-19T01:41:11Z,2022-07-23T17:14:13Z,2021-05-19T03:10:29Z,2021-05-19T03:10:29Z
codejsha,infrastructure-examples,search_results/codejsha/infrastructure-examples/confluent/kubernetes/policy/kafka-connect-hpa.yaml,1,autoscaling/v2beta2,False,memory,Resource,4Gi,False,5,2020-07-08T06:10:50Z,2025-03-14T22:50:18Z,2021-11-01T16:25:22Z,2021-11-01T16:25:22Z
cnych,kubernetes-learning,search_results/cnych/kubernetes-learning/hpademo/hpa-demo.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,1773,2018-07-11T05:37:00Z,2023-09-03T01:39:22Z,2018-07-11T05:39:00Z,2020-07-11T02:59:49Z
cloudnativehero-training,kubernetes-training,search_results/cloudnativehero-training/kubernetes-training/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2020-01-08T14:27:22Z,2021-06-11T11:51:59Z,2020-02-28T03:51:34Z,2020-02-28T03:51:34Z
cloudacode,hello-kubernetes,search_results/cloudacode/hello-kubernetes/docs/hello-kubernetes/section03/snippets/nginx-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,10,False,16,2021-12-29T09:46:08Z,2024-07-25T10:26:47Z,2022-09-24T20:59:25Z,2022-09-24T20:59:25Z
clementinesnightmare,clementines-mint,search_results/clementinesnightmare/clementines-mint/kube/clem-unleash-autoscale.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,2,2022-02-18T05:01:20Z,2022-05-03T01:08:08Z,2022-02-18T05:01:49Z,2022-02-18T05:01:49Z
claick-oliveira,gke-spot,search_results/claick-oliveira/gke-spot/kubernetes/web/php-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,6,2023-04-17T12:59:48Z,2023-04-19T20:12:37Z,2023-04-18T01:04:39Z,2023-04-18T01:04:39Z
claick-oliveira,gke-spot,search_results/claick-oliveira/gke-spot/kubernetes/affinity/php-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,6,2023-04-17T12:59:48Z,2023-04-19T20:12:37Z,2023-04-18T01:04:39Z,2023-04-18T01:04:39Z
chikuwait,kubernetes-complete-book,search_results/chikuwait/kubernetes-complete-book/Chapter9/sample-hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2018-12-27T06:18:43Z,2020-04-01T13:09:35Z,2020-03-27T04:55:26Z,2020-03-27T04:55:26Z
chaseSpace,k8s-tutorial-cn,search_results/chaseSpace/k8s-tutorial-cn/hpa_nginx_behavior_default.yaml,1,autoscaling/v2,False,cpu,Resource,50,True,1522,2023-10-26T10:28:07Z,2024-12-30T03:53:23Z,2023-12-12T15:58:17Z,2023-12-12T15:58:17Z
chaseSpace,k8s-tutorial-cn,search_results/chaseSpace/k8s-tutorial-cn/hpa_nginx_behavior.yaml,1,autoscaling/v2,False,cpu,Resource,50,True,1522,2023-10-26T10:28:07Z,2024-12-30T03:53:23Z,2023-12-12T15:58:17Z,2023-12-12T15:58:17Z
deib-polimi,neptune,search_results/deib-polimi/neptune/example/sock-shop-openfaas/hpa_rt/user-svc.yaml,1,autoscaling/v2beta2,False,response_time,Object,25m,True,14,2021-06-22T15:36:19Z,2023-03-03T13:29:27Z,2022-06-10T11:18:45Z,2022-06-10T11:18:45Z
deib-polimi,neptune,search_results/deib-polimi/neptune/example/sock-shop-openfaas/hpa/user-svc-login.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,True,14,2021-06-22T15:36:19Z,2023-03-03T13:29:27Z,2022-06-10T11:18:45Z,2022-06-10T11:18:45Z
deib-polimi,kosmos,search_results/deib-polimi/kosmos/examples/benchmark/application_khpa/hpa.yaml,1,autoscaling/v2beta2,False,response_time,Object,200m,True,18,2020-10-25T18:04:25Z,2023-04-21T02:04:37Z,2021-10-07T09:01:29Z,2021-10-07T09:01:29Z
dbca-wa,it-assets,search_results/dbca-wa/it-assets/kustomize/overlays/uat/deployment_hpa_patch.yaml,1,autoscaling/v2,False,,,,False,13,2016-02-26T05:42:42Z,2025-03-31T01:54:49Z,2024-04-17T01:23:04Z,2024-04-17T01:23:04Z
dbca-wa,ibms,search_results/dbca-wa/ibms/kustomize/overlays/uat/deployment_hpa_patch.yaml,1,autoscaling/v2,False,,,,False,2,2016-01-18T04:34:44Z,2025-03-17T13:18:09Z,2024-04-17T01:47:04Z,2024-04-17T01:47:04Z
data-infra,cube-studio,search_results/data-infra/cube-studio/install/kubernetes/istio/istio-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,1627,2024-07-02T03:06:50Z,2025-03-22T02:21:38Z,2024-07-02T03:30:08Z,2024-07-02T03:30:08Z
danskernesdigitalebibliotek,dpl-platform,search_results/danskernesdigitalebibliotek/dpl-platform/infrastructure/dpladm/php-nginx-hpa.template.yaml,1,autoscaling/v2,False,cpu,Resource,500,False,2,2021-08-17T12:59:13Z,2025-04-04T11:47:40Z,2024-11-27T14:56:51Z,2024-11-27T14:56:51Z
danielcifuentes54,kubernetes,search_results/danielcifuentes54/kubernetes/21-hpa/01-hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,5,2020-03-24T14:00:16Z,2022-08-18T00:51:18Z,2022-01-17T16:59:40Z,2022-01-17T16:59:40Z
ctic-sje-ifsc,servicos_kubernetes,search_results/ctic-sje-ifsc/servicos_kubernetes/srv/quartus/HorizontalPodAutoscaler.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,15,2017-06-01T15:17:49Z,2022-09-15T12:12:06Z,2018-08-30T20:37:59Z,2019-04-30T16:04:02Z
covid19-patient-classification,classify-patient-microservice,search_results/covid19-patient-classification/classify-patient-microservice/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,85,False,2,2022-08-05T22:49:38Z,2022-10-27T16:45:49Z,2022-09-24T22:20:07Z,2022-09-24T22:27:11Z
cooervo,kubernetes-examples,search_results/cooervo/kubernetes-examples/14-prometheus-grafana-loki/example-app/example-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,5,2023-10-12T00:23:42Z,2024-10-10T20:35:12Z,2024-04-12T19:42:34Z,2024-04-12T19:42:34Z
edenmind,OpenArabic,search_results/edenmind/OpenArabic/package/templates/web-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,62,2020-10-23T16:56:38Z,2024-03-30T16:18:31Z,2022-06-19T19:35:40Z,2023-03-30T18:34:13Z
dyrnq,dist,search_results/dyrnq/dist/tektoncd/pipeline/v0.35.1/release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2021-08-29T13:40:44Z,2024-12-06T12:02:57Z,2022-05-13T02:51:55Z,2022-05-13T02:51:55Z
duggal1,rustify,search_results/duggal1/rustify/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,11,2024-11-12T18:22:18Z,2025-02-03T18:52:19Z,2024-11-13T07:51:52Z,2024-11-13T07:51:52Z
dopevs,labs,search_results/dopevs/labs/module-03/nginx-deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,6,2023-04-10T03:57:23Z,2023-07-13T05:29:39Z,2023-06-17T04:29:54Z,2023-06-17T04:29:54Z
doitintl,kube-no-trouble,search_results/doitintl/kube-no-trouble/fixtures/autoscaler-v2beta2.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,3418,2020-04-08T17:55:01Z,2025-03-28T10:22:05Z,2022-09-30T14:10:50Z,2022-09-30T14:10:50Z
disposab1e,okd-lab,search_results/disposab1e/okd-lab/gitops/manifests/tekton-pipelines/release.notags.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,29,2020-06-17T15:06:14Z,2021-11-18T06:16:00Z,2021-11-06T08:21:40Z,2021-11-06T08:21:40Z
dipinthomas,k8s-autoscaling,search_results/dipinthomas/k8s-autoscaling/020-045/hpa.yaml,1,autoscaling/v2,False,rabbitmq_queue_messages,External,10,False,3,2024-08-10T05:22:53Z,2024-09-17T13:48:46Z,2024-08-19T06:28:29Z,2024-08-19T06:28:29Z
dingyouqiang1996,istio-study,search_results/dingyouqiang1996/istio-study/istio-teaching/release/canary/argo/reviews-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2023-07-21T02:06:28Z,2023-07-21T02:17:14Z,2023-07-21T02:08:27Z,2023-07-21T02:08:27Z
digitalocean,Kubernetes-Starter-Kit-Developers,search_results/digitalocean/Kubernetes-Starter-Kit-Developers/07-scaling-application-workloads/assets/manifests/hpa/prometheus-adapter/prometheus-custom-metrics-hpa.yaml,1,autoscaling/v2beta2,False,http_requests_per_second,Pods,500m,False,809,2021-06-21T03:07:35Z,2024-07-18T17:16:58Z,2022-08-26T08:58:15Z,2022-08-26T08:58:15Z
digihunch,korthweb,search_results/digihunch/korthweb/gitops/application/base/orthanc/hpa.yaml,1,autoscaling/v2,False,memory,Resource,85,False,24,2021-07-02T22:15:22Z,2025-01-11T23:41:15Z,2022-01-15T23:22:17Z,2022-11-26T05:12:30Z
devopscert202,k8sforbeginners,search_results/devopscert202/k8sforbeginners/k8s/labs/workloads/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2024-11-20T05:18:11Z,2025-03-30T16:40:02Z,2024-12-08T13:09:07Z,2024-12-08T13:09:07Z
devopsbox-io,example-istio-hpa,search_results/devopsbox-io/example-istio-hpa/hpa.yaml,1,autoscaling/v2beta2,False,istio_requests_per_second,Pods,10,False,3,2020-10-22T10:14:48Z,2020-10-22T17:51:41Z,2020-10-22T13:30:52Z,2020-10-22T13:30:52Z
devops4solutions,kubernetes-code,search_results/devops4solutions/kubernetes-code/nginx/eks_auto/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2025-01-04T23:13:03Z,2025-03-01T23:03:40Z,2025-01-24T18:18:02Z,2025-01-24T18:18:02Z
deib-polimi,serverless-sock-shop,search_results/deib-polimi/serverless-sock-shop/deploy/sock-shop-openfaas/hpa_rt/user-svc.yaml,1,autoscaling/v2beta2,False,response_time,Object,25m,True,4,2021-12-24T19:45:25Z,2022-06-10T12:11:34Z,2022-06-10T12:11:29Z,2022-06-10T12:11:29Z
deib-polimi,serverless-sock-shop,search_results/deib-polimi/serverless-sock-shop/deploy/sock-shop-openfaas/hpa/user-svc-login.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,True,4,2021-12-24T19:45:25Z,2022-06-10T12:11:34Z,2022-06-10T12:11:29Z,2022-06-10T12:11:29Z
gfw-api,gfw-story-api,search_results/gfw-api/gfw-story-api/k8s/production/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2016-04-11T10:20:20Z,2024-01-09T09:44:42Z,2017-07-28T08:47:07Z,2020-03-24T14:39:56Z
gfw-api,gfw-geostore-api,search_results/gfw-api/gfw-geostore-api/k8s/production/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2016-03-08T18:02:07Z,2024-01-09T11:57:30Z,2017-07-26T16:31:34Z,2020-03-24T15:57:58Z
gbaeke,vscode-demo,search_results/gbaeke/vscode-demo/deploy/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-02-21T11:04:16Z,2022-02-22T09:33:09Z,2022-02-21T16:08:25Z,2022-02-21T16:08:25Z
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-jit-std-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,2024-12-30T11:30:51Z
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-aot-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,2024-12-30T11:30:51Z
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-aot-pgo-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,2024-12-30T11:30:51Z
fortinet,k8s-fortigate-ctrl,search_results/fortinet/k8s-fortigate-ctrl/examples/voting-app-antiaffinity.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,4,2020-06-23T15:56:12Z,2021-02-23T10:26:21Z,2020-06-23T14:54:48Z,2021-02-15T15:36:04Z
flux-framework,flux-operator,search_results/flux-framework/flux-operator/examples/elasticity/horizontal-autoscaler/v2-cpu/hpa-cpu.yaml,1,autoscaling/v2,False,cpu,Resource,2,False,31,2022-08-25T01:22:55Z,2025-03-04T20:54:02Z,2023-05-31T20:53:38Z,2023-10-16T04:12:35Z
flowerinthenight,zgroup,search_results/flowerinthenight/zgroup/k8s.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,40,False,15,2024-08-17T04:20:30Z,2024-10-08T01:22:39Z,2024-09-23T15:44:54Z,2024-09-30T05:18:23Z
flolu,centsideas,search_results/flolu/centsideas/services/authentication/authentication.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,75,False,29,2019-09-01T17:25:32Z,2022-09-08T10:07:29Z,2020-06-07T14:43:01Z,2020-07-20T09:34:57Z
fif911,kubernetes-front-end-backend-example,search_results/fif911/kubernetes-front-end-backend-example/k8s-microk8s/backend-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,32,2023-01-12T18:28:44Z,2024-09-11T06:36:33Z,2023-02-01T10:41:25Z,2023-02-01T10:41:25Z
fernando-romulo-silva,image-converter-service,search_results/fernando-romulo-silva/image-converter-service/src/main/k8s/base/horizontalPodAutoscaler.yaml,1,autoscaling/v2beta2,False,memory,Resource,100Mi,False,2,2021-07-20T11:45:05Z,2024-10-11T09:53:06Z,2022-12-03T17:34:48Z,2022-12-03T17:34:48Z
exastro-suite,epoch,search_results/exastro-suite/epoch/install/source/tekton/tekton-pipeline-release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2021-04-15T07:08:40Z,2023-05-24T01:36:51Z,2021-11-18T04:41:36Z,2021-11-18T04:41:36Z
engel80,_cdk-eks,search_results/engel80/_cdk-eks/app/sample-rest-api-template.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,3,2022-06-04T06:13:46Z,2022-08-07T17:08:06Z,2022-06-09T03:52:06Z,2022-06-09T03:52:06Z
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/sdlc/helium/helium-vote-service.yaml,1,autoscaling/v2,False,memory,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2024-06-27T20:03:00Z,2025-03-06T21:50:50Z
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/prod/helium/migration-service.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2023-02-17T21:46:56Z,2024-06-20T16:55:08Z
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/prod/helium/hnt-to-rent-service.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2023-04-20T02:37:16Z,2024-06-20T16:55:08Z
hbulpf,k8spath,search_results/hbulpf/k8spath/apps/kubeguide/source_code_v5/Chapter01/1.4.3 hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,5,2020-03-23T16:14:35Z,2021-09-01T15:20:38Z,2021-06-27T16:22:55Z,2021-06-27T16:22:55Z
