repo_name,file_path,url
devopsbychandu01/devops,06Kuberetes/10DeploymentOptions/05HorizontalPodAutoscaler (HPA)/hpa.yml,https://github.com/devopsbychandu01/devops/blob/df80bff90c55dafd2243cbb0f787d350dfaa31eb/06Kuberetes/10DeploymentOptions/05HorizontalPodAutoscaler%20(HPA)/hpa.yml
Hassan-Eid-Hassan/k8s-GPA-Stack,templates/prometheus/prometheus-hpa.yaml,https://github.com/Hassan-Eid-Hassan/k8s-GPA-Stack/blob/1caa75eed89664d759a780eb909dc3fa165ffb03/templates/prometheus/prometheus-hpa.yaml
HuamanAngel/softales_backend,kubernetes/deployment-createtale.yaml,https://github.com/HuamanAngel/softales_backend/blob/3863b2083b172ba01f4847c22a33d275c4ba2a0d/kubernetes/deployment-createtale.yaml
AnupDudhe/deleteafterpractice,Ingress/Nginxmicro/deploymenthpa.yml,https://github.com/AnupDudhe/deleteafterpractice/blob/bc53ac609c50c48bb08d97bb28f9f9b5e51f9c81/Ingress/Nginxmicro/deploymenthpa.yml
talorlik/eks-deployment,auto-scalers/hpa/hpa.yaml,https://github.com/talorlik/eks-deployment/blob/ca1264938377c09a9af3c9e038d3ecc8b6ddec78/auto-scalers/hpa/hpa.yaml
cw-5jang6bu/Backend,product/k8s/hpa.yaml,https://github.com/cw-5jang6bu/Backend/blob/1062b1ee99a59f52c472814f4e1219c9ea301603/product/k8s/hpa.yaml
tanmay-8/Meta-Project,hpa-client.yaml,https://github.com/tanmay-8/Meta-Project/blob/29eeaf9ecc80479b180183121cffd3ddcd61a8e0/hpa-client.yaml
CAVEconnectome/cave-helm-charts,charts/pychunkedgraph/templates/mesh-scaler.yaml,https://github.com/CAVEconnectome/cave-helm-charts/blob/1ad6ee51e47d995efb5c31350856892939e6c7c7/charts/pychunkedgraph/templates/mesh-scaler.yaml
medplum/medplum,charts/templates/hpa.yaml,https://github.com/medplum/medplum/blob/71887733062fec3723fd196cad01ea2e562143f2/charts/templates/hpa.yaml
vfarcic/gitpod-demo-cf,helm/templates/hpa.yaml,https://github.com/vfarcic/gitpod-demo-cf/blob/9f32a45b133c5fae2dca5b2edfa461763b173ebb/helm/templates/hpa.yaml
trevorbox/service-mesh-patterns,ossm-2.4/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml,https://github.com/trevorbox/service-mesh-patterns/blob/8087ad542b9071a72156113832527113f63cf822/ossm-2.4/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml
codedynamitegroup/backend-programming-learning-system-infra,temp/code-assessment-deployment.yml,https://github.com/codedynamitegroup/backend-programming-learning-system-infra/blob/71725127fdc18663881dffe88040fc8c322aa65c/temp/code-assessment-deployment.yml
unixfox/k8s,charts/n8n/templates/hpa.yaml,https://github.com/unixfox/k8s/blob/91d709c2676ffbdfa4a11a530099e64f887a416c/charts/n8n/templates/hpa.yaml
helxplatform/translator-devops,helm/benchmark/templates/hpa.yaml,https://github.com/helxplatform/translator-devops/blob/015e0c891ce228d6b1702595c13e1aa942900e35/helm/benchmark/templates/hpa.yaml
nuncosta92/INSIS_22_23_ACME,Microservices/LoadBalancer/kubernets.yaml,https://github.com/nuncosta92/INSIS_22_23_ACME/blob/3a0bc711cd9faffcaf588504d606c787556e83c3/Microservices/LoadBalancer/kubernets.yaml
rey265/Ticketing-Java,Ticketing-Java-main/6. WEB/root-page/root-nginx.yaml,https://github.com/rey265/Ticketing-Java/blob/ab88f75fa9c5b46ca41a6d67539f574f7cc2fa68/Ticketing-Java-main/6.%20WEB/root-page/root-nginx.yaml
Cpicon/ml_in_rust,helloml/templates/hpa.yaml,https://github.com/Cpicon/ml_in_rust/blob/c0de93ba6ccc4e8dc3e1b90999cc78b613bc4467/helloml/templates/hpa.yaml
harness/helm-ccm,src/nextgen-ce/templates/hpa.yaml,https://github.com/harness/helm-ccm/blob/1a92aa2549db37b6b774350b94f56f96ff1b92a5/src/nextgen-ce/templates/hpa.yaml
transcend-io/helm-charts,charts/sombra/charts/pathfinder/templates/hpa.yaml,https://github.com/transcend-io/helm-charts/blob/5f8decec337401e2dc774e2a61b486f07a3d9ef8/charts/sombra/charts/pathfinder/templates/hpa.yaml
AliyunContainerService/gitops-demo,manifests/helm/echo-server/templates/hpa.yaml,https://github.com/AliyunContainerService/gitops-demo/blob/d23ce8cfdc9a5e630590777b461f955d7e800a49/manifests/helm/echo-server/templates/hpa.yaml
fernandohlb/microservices-container-grouping,infrastructure/kubernetes-deploy/by-stack/autoscaling/by-stack-go-hsc.yaml,https://github.com/fernandohlb/microservices-container-grouping/blob/ebd4f6a05deea55547b80a20b1550e33049311f3/infrastructure/kubernetes-deploy/by-stack/autoscaling/by-stack-go-hsc.yaml
luismesalas/fastapi-demo-helm-chart,templates/hpa.yaml,https://github.com/luismesalas/fastapi-demo-helm-chart/blob/8676437cb2e166505825f43ddb707ca90462599b/templates/hpa.yaml
BaekSeungYeol/k8s-native,kubernetes-manifests/base/cpu-utilisation/deploy-hpa.yaml,https://github.com/BaekSeungYeol/k8s-native/blob/f3cfbc0ea558e476bfe5474580cc7e4684e1886c/kubernetes-manifests/base/cpu-utilisation/deploy-hpa.yaml
buttahtoast/helm-charts,charts/kubevirt-manager/templates/hpa.yaml,https://github.com/buttahtoast/helm-charts/blob/4f698ff5fac7634a484ec8dd923d7baca3cf4255/charts/kubevirt-manager/templates/hpa.yaml
Michailidu/DogAdoption,deployment/flask_app_hpa.yaml,https://github.com/Michailidu/DogAdoption/blob/837a3cdadfca3301841852f7e1fafab07d4ed130/deployment/flask_app_hpa.yaml
T-Mariager/Clusterify,nginxpoc/deployment.yaml,https://github.com/T-Mariager/Clusterify/blob/589939e5db3ff9437204a1a9a43ba15abf7d1939/nginxpoc/deployment.yaml
